"cluster","CE","CER","DAG","DCER","HCER","LCER","LPC","LPE","MAG","PC","PE","PI","SM","TAG"
"2",11.2469774660106,3.09865536105336,6.7768383119544,0.995593056114343,1.03153635326805,0.939226577728209,7.55913920310443,2.59452466367314,4.20821289458527,11.3929211029776,7.20481075844113,3.75294122328464,9.08269487305382,11.6413419074019
"3",11.3798911258651,3.11742908358689,6.30644817964324,0.801489796289308,2.18481981543264,2.25942315228141,7.84257851634956,2.68333713920466,4.28307723751377,11.137597659604,7.38342090897116,2.39152028533603,9.18690781310748,11.1365983534452
"3",10.8816424440756,1.98499029642307,4.67811135326583,0.177343788281726,1.80962023484189,1.51253031368296,7.50676298227471,2.34707031548826,3.99637970697669,10.8894598529257,6.97864411362655,3.55284428499675,8.7500289360791,9.95520003035892
"2",11.3716497904801,3.22090258496064,6.46223231715713,1.04117287872882,1.46409316523824,1.57710248523451,7.70860800670076,2.63098783738895,4.25184783130114,11.4693686153375,7.54373636410974,3.76870307228849,9.11449664927619,11.4836757323313
"3",11.0059788641427,2.99227899139821,4.65613593779505,0.570268615578123,2.1785871749115,1.91594150598015,7.42837022337494,2.36117881104292,3.30903062978875,11.0954280127097,6.79318450118067,2.2731876280484,9.24606908439612,9.72275835918699
"1",11.1192511150491,2.54547421084018,4.13084852186896,0.725610293875998,2.47721103119853,2.16333770822547,7.40043460787978,2.39881550430402,4.13901100797225,11.2965331193418,6.97100316058855,2.66705191654601,8.98867219093423,9.44383060487283
"2",11.160918928,2.72822529375978,5.87956609644875,0.666574823579046,2.18840092460321,1.80430142341962,7.84229125142636,2.77125175187814,3.97288561304779,11.0007739729443,7.17180829208289,2.50718572611581,8.79616261402917,11.0428262495212
"1",11.214268115529,2.78977097731006,4.85744859218038,0.762901547935981,2.4746437037058,2.00399793416681,7.74732562992767,2.81508351715437,2.74676420988223,11.2681483779967,7.63187767512563,3.02107102437785,9.14798382085631,10.0783056122178
"3",10.6882468116864,2.20945336562895,4.20800214258043,0.355918371512278,2.11812712163654,2.11146539142021,7.34701183126423,2.34482849699744,4.22585331117954,10.5636024199907,6.77268670659914,2.74616225387569,8.78262479570785,9.50158762682523
"1",10.6800843214307,2.37467784318398,5.11077247235166,0.392097566783076,2.00266652005441,1.54675867043477,7.79692475277997,2.79439507059603,3.95453134903855,10.5404661457492,6.94199715363526,2.08905741069605,8.67672544257161,10.6589219422276
"3",10.8512938336732,2.1325110397992,4.27235918138665,0.459221756822848,1.52255799287044,1.78135971352466,7.99382208778941,2.54025050259389,3.86540418133283,10.840900633985,6.62991318897637,2.13740515482544,8.8543145687498,9.39611773589058
"3",10.3251345255206,2.07131647672319,3.7719911892208,0.220329954879556,1.83305199188303,1.91299469102502,7.4305796704976,2.24874733869646,3.90463823404558,10.4368104247721,6.67120985455456,1.31127059148664,8.49222173796014,9.11973641154598
"3",10.8462315937645,2.41031396562593,5.09171675714654,0.790605242666613,1.79680538088048,1.97225150782585,7.37486299459874,2.33725438046577,4.35353502147283,10.6166260304934,5.94573878322438,2.45412323912127,8.92565531373793,10.0048707265714
"2",10.3210644736364,1.00007213294874,3.8875545142636,-0.248279213224955,1.17018145776525,1.57337452644594,7.3311480492328,1.9083517863716,3.87429532827367,10.098597992819,6.09784041293148,1.53684865042083,8.01636705633176,9.65083527069085
"2",11.4739010379452,3.00584907569669,7.03979640762002,0.855750556764647,1.49200697559395,1.40266761094833,7.88779148677472,2.88807105210223,4.33669756757599,11.4386234590359,7.4836102390284,4.3395436202959,8.92334472039603,12.2886685694196
"1",10.3799003289515,1.91215163716285,4.35965469506376,0.273098089178491,1.75180646513365,1.7075689633722,6.68653554362819,1.6706590814004,4.09598347648152,10.1855407626553,6.40038422519156,1.39528220413223,8.27913834903328,9.91033587220165
"3",10.8844170538619,2.14629678451923,3.89642686479494,0.339935493391058,1.41943102243146,1.67047780414429,7.37123822808661,2.30804044784124,4.03468233199131,11.1851219681442,6.69224724056749,4.06696745975318,8.98347933329245,8.89344776509145
"1",11.1414327909293,2.84380299350219,4.62058054582597,0.761285273361619,2.14649230697719,2.19692173382033,7.69516355149612,2.67204057198898,4.39895911831286,11.2454196013969,6.92322407123412,3.54032490603074,9.07259622913827,9.80811583960088
"3",10.9839555258111,2.64496375431576,4.87413791581279,0.616451803192927,2.03400436757658,2.11869195279181,7.68017735088364,2.53174325865972,4.09656547534829,10.960860630442,6.75045509965899,3.66447146259867,8.90708294212449,10.0063597433543
"3",11.1659571480301,2.85849828266863,4.61114876782065,1.02849843011823,2.16201663259515,2.55662560372993,7.51639263854612,2.6732850451686,4.01386419314254,11.0908759194701,6.88829028112474,3.54851060716014,9.30409230926856,9.73512408151501
"1",10.8712838365646,2.97276616525449,4.82541931141797,0.73621519762493,1.75514395848641,1.50766780429015,8.09211862029557,2.72086943319359,4.42138489895359,10.9922423050804,6.46311561989236,2.36381586956588,8.84773733585526,10.1810317165854
"3",10.7272721169121,2.41562347512092,4.42441826594578,0.473423270279197,1.86147901754989,1.67106687196445,7.37144124680901,2.22011322475379,3.97873562383507,10.7052012422108,6.80419944268132,3.57734422773091,8.67813037252573,9.668431367922
"2",11.0147437293956,2.7720756722191,6.12100710958673,0.873970646251952,1.50029217673417,1.24141310702649,7.2924955740624,2.4877435830197,3.90936029800383,11.248892941797,6.81699641872007,3.31147405201999,8.69394269350846,11.5433798816267
"2",10.7483010476601,2.51636821097614,5.55595109471549,0.655077003382484,1.69278425663401,1.71109838635112,7.61957734404188,2.63129057478191,4.26575942596083,10.7140316738034,6.55886914186876,2.62004676504945,8.32951113394908,11.0540120606458
"1",10.9713093125336,3.18900218599396,5.76291748899472,0.832849516893454,1.45948407932132,1.86714527652205,7.68965140352959,3.15109571365067,4.07753355990414,11.226256835793,7.65766572656207,4.1204017104948,8.8108177394507,10.9939134892382
"2",10.9189817182108,2.64092165094943,5.11018782396603,0.585154847237125,1.726046456482,1.91218996848244,7.68109782563066,3.10430310837714,4.14509047680242,11.3420780024214,7.31424969223588,3.9398659618568,9.00893697744802,10.392229398521
"2",10.9868140769135,2.85921422089285,5.29993696769214,0.624241296072524,1.67387296810997,1.79954325831092,7.89514687845745,3.26262859078313,4.30928534610913,11.1703156784474,7.24122336059433,3.42494895378998,8.92956437550733,10.6214374447674
"3",10.7637501643696,2.05810864940117,4.27746409329539,0.425781538703535,2.06915220186942,2.07203718077288,7.54888431474493,2.36353556043294,3.81649731148601,10.7015412598816,6.899909120171,2.02871058595414,8.87615469254647,9.3972726757002
"1",11.1366028390577,2.41427086388281,5.30398891953049,0.851199338593294,1.96879118788359,2.24592153269824,7.75877819571254,2.77890241734403,3.9197500432683,11.1183525874275,6.70426610448652,3.48636684887487,9.05761137496583,10.6591771224062
"2",11.2655382804087,2.66836878284203,5.51624527886205,0.633570706757934,1.60923489316847,1.83224192137078,7.48316762788524,2.73883267556971,4.33548325590349,11.0645231782064,7.33495524730142,4.14119570120762,9.24561450076596,10.8601783426015
"1",10.5021008257675,2.40253118717532,5.27560680376162,0.483983410300573,1.01906136509343,1.49881251554857,7.1490428718251,2.31698562139216,3.70030654014439,10.4071562113464,6.3849011463792,3.45729222140427,8.22697278403574,11.1645933452006
"2",10.9192685657137,3.01934608880481,5.56485675173226,1.13527217947625,1.80549883497892,2.15791682629412,7.7192382114634,2.53866231448749,4.16538137970323,11.0463177958582,7.59831309250329,3.56514626319517,8.98044836703411,10.5959241192316
"2",11.4702246785089,2.77232909153455,6.59764439244073,0.785006430708347,2.10524225381157,1.61917821605907,7.7419037737257,2.89702739447212,3.99134497045844,11.4134814309242,7.37482735697121,3.93912312131056,9.05500119102987,11.9418091130879
"3",10.7838249424793,2.43815975549151,4.84938383179092,0.490056624464311,1.87109451399646,1.30940904924012,6.73481256943812,2.10685079645022,4.01576515965488,10.7915023541624,7.12717927106946,3.29519403733199,8.74927111272071,9.96474646946699
"3",10.8150790328127,2.69392179133709,4.84870305315735,0.642562955562603,2.02048442206508,1.61211655222488,7.87888777038239,2.39519993131188,3.94732016769966,10.8931088552503,6.81175358201608,2.49804657766046,8.79185606235132,9.90566062477101
"3",11.2040893503807,3.37754025157406,5.59239424502936,1.32711247074709,2.55016189444743,1.97878137676273,7.95781537512281,2.87117338858184,4.1262956083028,11.1209000947564,7.00858772995357,2.76049774700357,9.11885570209184,10.7677350671009
"2",11.1807427517104,2.70150469976491,5.29996992654482,0.68050440115236,1.39845982712238,1.87876457126735,7.3055456000412,1.93092653106403,3.19509557717722,11.1338710838484,6.98406749799344,2.46868757304394,8.92301989560442,10.5334046881981
"2",10.8334214355029,2.5991035161464,5.06329584202958,0.465086378886066,2.48168643294366,2.0325593286324,7.57999092321613,3.06301966207355,3.73400503372005,10.9277209345086,6.99051586045075,3.12685725106191,8.93516180758872,10.7072849245662
"3",10.7652554292127,2.26435627052581,5.18347857445383,0.697062080497391,2.18154785645596,1.69452365267421,7.7940928484635,2.67267425611207,3.39763869880663,10.6020084328818,6.79502920627923,2.20992119086384,8.90406736619675,10.4496862019502
"3",10.8961560300944,2.35763645258788,4.167133091313,0.517023672064581,2.28483982811689,2.16185544302135,7.70856938368828,2.39006230892908,3.99998196619928,10.9370876070146,7.00575590143963,1.3922624619208,9.00902210596157,9.06653404255688
"1",11.0606297391045,2.71213351576515,4.59499036696184,0.418567779299712,2.03164221194961,1.84847772477,7.74017472384475,2.67488996120214,3.21857970328266,11.0871246699691,7.79238296415634,2.44813448098053,9.21399727161521,10.258038323202
"3",11.0344090108878,1.98910266698508,5.16282633769265,0.218967110048957,1.57565117898823,1.56584085376054,7.87913413705513,2.54606718045021,2.74256679059766,10.7821144718183,6.67580605353156,2.19786539135374,8.73250528715951,10.2044843354105
"2",11.071328276861,2.67847760604387,5.58578580417815,0.75240607121538,1.94833919513333,1.52566800737528,7.11101461443284,2.13714280489798,4.05769286716835,10.901493700828,6.8932020102938,2.92411889335533,8.87570113281301,11.0620360158769
"2",11.0029499983018,2.23370403121288,4.85915954369895,0.621524443671458,2.11016276231127,1.47508488294878,7.77675410740052,2.69213702293913,4.1081815145911,11.0360121590746,7.17354522672658,2.57664306286428,8.86136021652046,10.2628700269174
"2",10.9157457067984,2.29968425813695,4.81178440246714,0.295252823267693,2.09855430722073,1.80347504291766,7.55994908362373,3.01169242161522,3.93071841684812,10.8352901354726,6.6192853458074,3.30258226576763,8.83705673361416,10.6916030807148
"2",11.5525965767331,3.47247477415158,6.44796428257546,1.39434950399155,2.40713517469037,1.76663756213605,8.30528520573488,2.70688413801626,4.26620934723216,11.3663380619452,7.11546299848047,2.77235020780163,9.26430325026857,11.4603770527655
"3",10.8074346223165,2.35162832910278,4.47359211515514,0.283566238965146,2.17960658982592,2.09102275091852,8.17715838405977,2.81905500999106,2.8906996042329,10.9795452362842,6.77668568758149,2.63964893307252,8.7196499542035,9.90676450456318
"3",10.4443513019636,1.99410900664079,3.95998339128978,0.115166449634935,1.72818174924652,1.89347870902437,7.49959797729934,2.17737568338018,3.2767050894963,10.4299590237391,6.14128154853768,1.49113477600143,8.50514541878644,9.2090753397539
"3",10.5836704472703,2.19415010559158,4.49531141610209,0.399772661101706,1.3756233439289,1.84567069014449,6.39255270028415,1.36086990381429,2.67847760604387,10.3744113746789,6.22163351875119,1.69866299988588,8.56492265879109,9.91962075134026
"3",10.4969366426126,2.2185022094442,4.0233795642382,0.382169208768249,1.8093321197735,2.00284651269882,7.2139965428186,2.34865734537485,3.86992074510971,10.5661834561957,6.55176054755544,3.21319172671244,8.72353603625067,9.10521108105874
"1",11.092088484442,2.91880600526175,4.64296144144872,0.842053601761202,2.12961273813047,2.1080894918403,7.81646723155938,3.67145190168792,3.97811323992197,11.5055490865532,7.31686709050764,4.03816398249905,9.30344057902411,10.0346793060723
"2",11.2025193472805,3.33362409412283,6.37547043728435,1.23394939794521,1.90010360759713,1.63677540691902,8.0839196477781,3.47071906135082,4.36583248918298,11.2661089472774,7.68508515157851,3.01310489169949,9.02371748857474,11.8957952671352
"3",11.0895425087501,2.80388829233782,5.18604885239624,0.768163147446584,1.90754446916025,1.91057917554276,7.41319124673044,2.3050950106667,3.99492361303586,10.9208001852933,7.00335599511366,2.05703430013722,8.96244925003176,10.2966030920241
"2",10.763604945591,2.47539622238262,5.73225020226334,0.715102636057605,1.92542982124374,2.11619838466359,8.08521111716483,3.45516280124451,3.4099611123147,10.9311415607378,7.51224348183692,2.47941166291802,8.80443243872495,10.9955000650765
"2",11.53816904271,2.8769981739188,6.41638545109902,1.09085343045111,2.34098945998079,1.61018033377434,7.91882210199484,2.40596513875789,3.6983963033252,11.353963900672,7.26381096034052,3.07188277449662,9.12752262828359,11.6553030760033
"2",11.4233785765185,3.08176569137544,5.87580708877831,1.08481263883321,1.78215691012413,1.69532574408157,7.71571013993606,3.00613641864081,4.17253551920487,11.3802429667959,7.32142035723452,3.31954568203834,9.17302171660813,11.1538110349158
"2",11.1546668712503,2.70321146739115,5.9386809966642,0.757193969546637,1.7077014726757,1.68454946918384,7.20707192918461,2.30310855138107,4.19874558184482,11.0706154021735,7.06574893269974,3.42657339132299,8.82554778701051,11.2872148525208
"2",11.1517269261665,2.88013694220893,7.19212510683837,1.54334739945142,1.2584586227179,1.41905341711658,7.67404887443797,3.00888124915456,4.49035833137539,11.3987981927214,8.03564590186555,3.13028843106983,8.73517520370232,12.4249050346049
"2",11.0456764003259,2.53383740932265,5.76165228404189,0.561985922301846,2.2255217342566,1.8203219481121,7.49381382858936,2.84873810107701,4.1406314344917,11.1460874850257,7.10654828442082,3.74851490369621,8.8271175087211,11.3857162907183
"2",11.1820541253027,3.00023441889812,6.09682055301582,0.852238600297369,1.95412184678569,2.17756703916447,8.01273905609469,2.72434467612302,3.93387474171536,11.2819335033248,7.73181048199657,3.23494577139072,8.96592162269279,11.6546485580831
"2",11.0918928504364,2.79243893006464,6.89771721074645,0.761115033814441,1.48326115995213,1.03724163585593,7.66268475148182,2.96067850745708,3.82891586857751,11.1845518157369,7.39704736808588,2.78427363587017,8.62076820203138,12.5705224633585
"2",10.8322215055155,2.46730556874202,6.02229900593186,0.741747408275516,2.16796802146725,1.85379609049292,7.11216527743517,2.55247544449103,3.60556544753067,10.9462264251439,7.49393708626203,3.64160382821178,8.7414605818996,11.3647064750238
"3",10.7803027162374,1.8608833630469,3.93410127779824,0.444561060372784,1.62030488151335,2.12429504528693,6.82288944734742,1.90284538355057,3.4723187972836,10.9035286584711,7.21204593625115,2.92747931996283,8.94951567361,9.01372492475497
"3",8.9738000945871,2.08103278349601,4.11958028371828,0.354113592492377,1.01628236012999,1.66420974921185,7.43095259927646,2.49697358099828,4.46784679416716,10.882663680976,6.70704708964901,-0.7095755961347,8.60480746198815,8.61496229365867
"3",10.6009034253013,2.45783065070917,4.55525172517546,0.458801941589014,1.65677092556084,2.10818988000466,7.32285923432202,2.32978378324419,4.0782340839348,10.7478170289117,6.25949094650811,3.10813968679565,8.77448729044891,9.99605820396395
"1",10.7631833133996,2.26444635357467,5.4533792951084,0.317188277596502,1.7941870965668,2.06384804338205,7.73985957618275,2.95345150136626,3.62648586290551,10.6215510001865,6.62475890834118,2.46993805818782,8.60477225747927,11.0150107623513
"2",11.1751846205257,3.09433742659259,6.57453449388685,1.05102400302447,1.39774820958859,1.51535922744661,8.21079941533148,3.33838162536876,3.94145379329244,11.0839439731607,7.48640224868293,2.6679829292988,8.82566639417034,12.0564765035619
"3",11.1449838320461,2.57121565627925,4.91712618867569,0.723602245747617,1.81627201679366,1.68266318208895,7.38052080636235,2.17542879082226,3.55546034455441,10.982943678252,6.73312381641079,2.22604605343322,9.01408102316869,10.1053245047328
"2",11.521322178847,3.32311062005181,6.44070143158789,1.11376716560225,1.68925442511237,1.50395927053036,8.31898334624595,3.54751152364422,4.18573970940278,11.3563496243805,7.39411880773754,2.84655348968528,9.10233479036478,11.6313325964061
"1",11.2469091999132,2.69855188231038,4.88778356801353,0.823830866200269,1.92170290768845,2.12842538902884,7.77291099553536,2.7055798619391,4.25395902073469,11.1399810273562,6.97971099070501,2.49526024218604,8.97955180966698,9.9892043041941
"2",10.728792102996,2.48974843312034,5.50351411400868,0.571142829061732,1.75552855751322,1.85953230165278,7.90672167017478,3.06193168927134,3.61198676518457,10.7655935867002,6.78997698142285,2.56961260764974,8.63827552517494,11.1186160405117
"2",10.9602090511265,2.77488191862223,5.069388540541,0.687150293944771,2.03509599789673,2.02297139913482,7.71336589258536,3.01514070515899,3.78422127913617,11.12414651999,6.60304618335104,3.50365403514555,8.90871685294136,10.5003877922719
"2",11.6464021021931,3.29560548858806,6.60330735914965,1.15749650299734,2.04896850932574,1.74725848592238,7.9727753538974,2.68315744808926,4.35265966823475,11.8036633605076,7.48331598627571,4.13617497701456,9.27284506519842,11.7757946179209
"3",10.8097054364217,2.14362198513331,4.65978758718141,0.245252252149377,1.57985595135068,2.00626211318484,7.38787602351208,2.3048322539324,4.43871202401588,10.7954471545888,6.99584627791674,3.71248573086149,8.8100956917989,9.93654725246411
"3",10.5785302563807,2.68248340700574,4.87731726680873,0.71008456129098,1.82546001779442,1.56598704075077,7.6554155176128,2.43959654385504,4.39503537159448,10.5142475434823,6.63760879727004,2.08505067645938,8.66696176374513,9.94647179265965
"2",11.2036789650219,3.04841058215241,5.79777304673302,0.985791854412711,1.71303589486194,1.58770102052809,7.99923731156464,3.4907369805443,3.91566430267453,11.2905171359553,7.91892821670356,2.54688211592004,9.15735628379429,11.2923889339913
"2",11.3125891690719,2.7729835521381,5.6385517593802,0.976143640046633,1.51717489003452,1.7458396740976,7.75209023835884,2.8573440788142,4.26159851050275,11.3548394546826,7.51984615559775,2.36070138107983,9.03580423534072,10.8066221174027
"2",11.182489950511,2.72545760580597,6.30011823206475,0.956279732335671,1.37629038333705,1.20670573107991,7.57843987088686,2.28457335596304,3.75599848379771,11.022663951278,7.08415889601459,2.23066415929999,8.7829625095549,11.7854054674129
"2",11.1667028936256,3.1196715764596,5.48990895766057,0.94673086014031,2.44998388702916,1.85179900401553,8.05095709318305,2.80854980299486,4.16937988034195,11.1033140389925,7.15251403259229,2.27783600818515,9.0289539190116,11.069079143901
"2",10.7108357004857,2.34252630089405,5.44613710336255,0.709731759420691,1.59979385212224,1.50233060171601,7.72035098127611,2.75294122328464,4.03531598463736,10.735058398695,7.22966290094499,2.08205534298755,8.56563334939483,10.5499165159726
"2",11.1573128257073,2.84703478911957,5.26866269742241,0.844385653002571,1.90180335025074,2.2025744425618,7.56272553166335,2.45267449876074,3.06269162969186,11.0739527491112,7.31997914074192,2.75783400107343,8.98565753342651,10.5091326740573
"2",10.9056577669989,2.61635769699669,5.2031463297304,0.81467346256818,2.29068979759246,2.01624669708376,7.27961800922987,2.89188575130039,4.19515858659093,10.902664528974,6.83569295175722,3.20379628232027,8.98688189602756,10.8243875938391
"1",10.7799359893276,2.47946340208891,4.98443440953671,0.399225792120938,1.84362212028251,1.81778695829918,7.45704345830185,2.41391897713882,4.10358156367537,10.9015427242829,7.37673924535514,3.95929721493048,8.72801198113297,10.3308967160865
"1",10.856285454346,2.62996271611785,4.78708763089628,0.543000877402426,1.74639876654714,1.52084965040808,7.61636651971336,2.91282228826345,4.039752549375,10.8143020703843,6.82379902850925,3.19430772722432,8.4923799845438,9.89671581009841
"3",10.6118187989978,2.62220413657709,5.27834537598328,0.677440587921541,1.22032995487956,0.841490127613366,7.01747322241369,2.31385531249122,3.76734758376632,10.8104567607966,6.76000399353868,2.8990402505995,8.33918371578515,10.2159260775569
"1",10.7444588225694,2.22924951108209,5.20795530462032,0.321697245212354,1.71786831273266,1.73135704978166,7.27435951516016,2.28691071090823,4.05008371679505,10.9009490513266,6.90474900922834,2.64959246772418,8.56171104820061,10.4548390464497
"2",11.227640008185,2.50154105379196,5.59005702878512,0.87868611062609,1.49128873189744,1.21020181320488,7.75343004498345,2.57451330180249,3.86847935312513,11.195894436152,7.12938400206339,2.39528220413223,8.72677639303444,11.2040752854524
"3",10.9368837650699,3.39138280331902,5.03733389706021,0.782073015433852,2.03734707675062,1.68293280271722,7.49307005722704,2.44243929362386,4.08407277122001,11.0726973760593,7.16881951367532,2.75184930240493,9.13431644531149,10.3040067222651
"3",10.8645506422555,2.58988330717863,5.11402546895402,0.403158629742864,1.58529909029677,1.54067207134245,7.64668182447812,2.99423575340484,3.51610342109746,11.070434948107,7.02390734569854,3.34163000932991,8.83202730305204,10.3847945405918
"1",11.0249325580726,2.55006336316472,4.94174016852542,0.454175893185802,1.43967632349069,1.83822569998096,7.37619138916489,2.04278439808924,3.82657899329524,11.2973370271203,6.76807711134527,3.62094997070651,9.08496513620845,10.0719047569545
"1",11.0327538103009,2.69621643405639,5.27565149610891,0.556993384862488,1.86552295913996,2.36145957841126,7.81465936486952,3.17099860817981,3.47292961038627,10.8998576249331,7.17589281258542,2.09017594979021,9.05024428358337,10.9821023069568
"3",11.0997324339682,2.52248266745951,5.33621196554996,0.462994606675499,1.83005245627156,1.45096047332342,7.65638052698684,2.65951360572064,3.8894346028682,10.9777070869113,7.12159257079376,3.5749976145589,9.05964892253204,10.2211266903374
"2",11.0544035340167,2.83305199188303,6.07708914884116,0.713255901730974,2.23330522124742,2.01952401259376,7.67640987639461,2.7926887978667,4.19648901774871,10.9905975449745,7.17463112299475,2.81925943011764,8.93651309631596,11.7178691693257
"3",10.964252050499,2.99188006614367,4.85257819661432,0.697506958554785,2.23474655174432,2.02672925048749,7.94223180324853,2.77547201243005,4.35794605285926,10.8812684722302,6.99440435460882,2.58659662926947,8.91445719035688,9.97666722051855
"2",11.0291063610378,2.72685300984434,5.39253724527513,0.59569460683892,2.18202481723112,1.69755143881627,7.69307918171239,2.72349303257859,3.65973051200106,11.0708736335996,7.40155623441115,2.21424917025451,9.15745784933441,10.6918246357776
"2",10.8469476908353,2.32057132376655,4.67795919015958,0.530270547646204,1.86235219953202,1.74661374442545,7.5623324944331,2.59829373583342,3.9973646760852,10.8039179900806,6.33806958084811,3.10065813442336,8.7993256627185,10.6074486838712
"1",10.9269660325423,2.42948206517701,4.67577077569124,0.539928043352802,2.26126000243707,1.67378253401974,7.14416468534247,2.86356187372876,4.02649909770006,10.9361144990698,7.0717573072278,3.46791850760279,9.03647723355833,10.4720764716431
"Ctrl",10.5367270627148,2.39272956248757,4.94941820539521,0.582941312501799,1.92269261936481,1.48872065289528,7.50956283933283,2.75535763727005,3.90285502849119,10.5504380156049,6.76990923295793,3.05568156207197,8.54288831717737,10.0136799875968
"Ctrl",11.0939562460287,2.77540879963696,5.25854153730902,0.724301014322585,1.8962330922078,2.28729497635191,7.52503056184857,2.86570110751698,4.39952659571298,11.2681097703236,7.1496526300451,4.11150712290655,9.25611313483296,10.7339245602427
"Ctrl",10.611728446857,3.02490472447263,4.34799157219536,0.747516301864847,1.69786276225371,1.90915865206926,7.23227796976188,2.36857281085828,3.92927971597562,10.7447463987868,7.35434901153156,3.28922952756233,8.87980591593075,9.59593101708924
"Ctrl",11.0198207350985,2.77475543854142,5.27640360955358,0.847114990083586,2.03938408746859,1.96919654799175,7.84181591294247,2.79728280922726,4.59753117422421,11.1881109588264,7.64069249999001,2.45583351330517,9.02350764659932,10.1056964089549
"Ctrl",10.8045723150869,1.97441917888782,4.40885449331871,0.240131118330748,1.55615961299467,1.7516351033279,7.86269500222403,2.47524056106424,3.93644007011421,10.7648856859636,6.70662586340525,2.62823700414069,8.71367863325476,9.61411792330842
"Ctrl",11.1216332333895,2.41667763223898,5.28704743245903,0.462471189392651,1.69193609825517,1.64011186949059,7.70564344510139,2.46834871337335,3.7007504189987,11.0467099983528,6.45426803317485,3.54093239051364,8.88588089230006,10.7376605690653
"Ctrl",11.3887524418215,3.47749600799766,7.24352532977614,1.33588337735403,1.95854575567935,1.59898445930874,8.17755607675804,3.25989011456987,4.0804530112361,11.5276514677775,7.45815229915976,3.32589006103978,8.75707259821189,12.6693348701374
"Ctrl",11.0076468337488,2.34775068493714,3.98910266698508,0.63700735518893,1.95620537619387,1.7862617851173,7.52314555299884,2.18849587727314,3.93431834150376,10.8303575397603,6.70575401783991,2.15665548884686,8.88327745115084,9.00492885651998
"Ctrl",10.78227012745,2.2345932871405,4.26710127618847,0.305562015620484,1.91406695665304,1.85933350939627,7.42811642250194,2.30873947034459,4.40956744332131,10.8770164316175,6.50337099880808,2.98679317604078,8.84105825432529,9.35115192471505
"Ctrl",10.7277060759295,2.39517250599578,4.30353967013028,0.392427338213722,1.71642028620024,2.28371438850583,7.71686197863215,2.75071368473541,3.83144153013116,10.628802752042,6.61753505273392,1.8452692389799,8.87070716487605,9.55465887440515
"Ctrl",11.0660319929254,2.31811434360977,4.56288347957083,0.480368537347213,1.79605778440083,1.8988661720836,7.72933591486248,2.67689923893174,4.16250814959406,11.0070041331145,6.98814044954571,3.43428127196812,8.92762479720966,10.1822739168639
"Ctrl",10.7287410941819,1.97936688612178,4.13483699344912,0.290070469601541,1.40250390087259,1.97452931248388,7.86437188742314,2.93396913607283,2.85085941751323,10.6749566763133,6.59640744873853,2.23038748942842,8.64861212107129,9.40977829018274
"Ctrl",10.7958903008297,2.25999553675268,5.10915157917052,0.528671328925277,1.911844949937,1.91295638108062,7.86266772976626,2.77319460514562,3.2137671965316,10.7605794129773,7.05092717314421,2.36504858314315,8.72574251959386,10.3041299659416
"Ctrl",10.7073988229056,1.98706614318418,4.57891456736763,0.36669988859949,1.72822529375978,1.81954556964246,6.5988296707299,1.74265301430321,4.07193424509156,10.6647921390007,6.50250564454532,3.34538218115536,8.76293309777739,9.7555128684131
"Ctrl",11.3064490910544,2.42021289061078,5.47833118385741,0.75411785955205,1.91387553908839,1.8103608380619,7.80872611863977,3.0381903265976,3.50721110266772,11.2197699214668,7.1156450596754,2.74753778444719,9.13216269726647,11.1655075056836
"Ctrl",10.8169972184328,2.31234570088097,5.03502999533288,0.23094077612394,2.17616317365353,1.85567083444037,7.64478714898885,3.03000052887744,4.13776580809588,10.6642721593642,7.02249764973957,1.15315678806142,8.76088158677681,10.6534882178042
"Ctrl",11.1027893367478,2.46782723533876,5.64778362578968,0.655718180834149,2.09481033061397,2.18145244537579,7.6498230830006,3.34818991974131,4.27613185142297,11.2981078302767,7.63973646837739,2.89770511154861,9.02315664054495,10.672427993982
"Ctrl",10.8373496159725,2.31472552426014,4.4999606604657,0.527470750458581,1.634500338236,1.93179650175071,7.46953925812163,2.21636173497113,3.15565210002931,10.8123618431329,7.11751531787958,1.50319606094747,8.94238870388449,9.79251636768298
"Ctrl",11.187870409939,2.44699724067639,4.44139051943307,0.74122966377296,2.23167816179851,2.4083042624843,7.57753608200479,2.41345868800798,4.08149302496011,11.4123062636194,7.58763802094114,2.56756978439936,9.08364712228714,9.63647744364314
"Ctrl",10.7713359480158,2.73005297752358,4.73813010030562,0.760774494442887,1.67883813334175,2.03706588390463,7.66477436501286,3.01465879837298,3.15845013726349,10.9316032859199,7.27227985692172,2.66067766775564,8.89555619778462,10.4844986793258
